First_junc_name,err_dist,Second_junction,,,
MGD,,,,,
KBI,,,,,
KHST,,,,,
LWR,,,,,
BIE,,,,,
TVG,,,,,
NAG,,,,,
DEV,,,,,
SVTN,,,,,
LD,,,,,
 , , ,,,
LD,12.50199571,MRJ,,,
LD,,,,,
GNJ,,,,,
KNP,,,,,
IDJ,,,,,
DUR,,,,,
BGM,,,,,
SXB,,,,,
SBH,,,,,
SUL,,,,,
PCH,,,,,
PRKH,,,,,
GKK,,,,,
GPB,,,,,
BGWD,,,,,
CKR,,,,,
RBG,,,,,
CNC,,,,,
KUD,,,,,
UGR,,,,,
SED,,,,,
VJR,,,,,
MRJ,,,,,
 , , ,,,
MRJ,0.353624789,VRB,,,
MRJ,,,,,
MRJX,,,,,
VRB,,,,,
 , , ,,,
VRB,11.07536449,PUNE,,,
VRB,,,,,
SLI,,,,,
MDVR,,,,,
NDE,,,,,
BVQ,,,,,
ANQ,,,,,
KOV,,,,,
TKR,,,,,
BVNR,,,,,
SNE,,,,,
KRD,,,,,
SIW,,,,,
MSR,,,,,
TAZ,,,,,
RMP,,,,,
KRG,,,,,
STR,,,,,
JSV,,,,,
PLV,,,,,
WTR,,,,,
AKI,,,,,
SLP,,,,,
LNN,,,,,
NIRA,,,,,
WLH,,,,,
DNJ,,,,,
JJR,,,,,
RJW,,,,,
ABLE,,,,,
SHIV,,,,,
ALN,,,,,
FSG,,,,,
SSV,,,,,
GPRW,,,,,
GPR,,,,,
PA-DLS,,,,,
PUNE,,,,,
 , , ,,,
XX-DDBC,0,DDJA,,,
XX-DDBC,,,,,
DDJA,,,,,
 , , ,,,
DDJA,0,DD,,,
DDJA,,,,,
DD,,,,,
 , , ,,,
DD,0,DDCC,,,
DD,,,,,
DDCC,,,,,
 , , ,,,
HBJ,14.97912637,KEQ,,,
HBJ,,,,,
MSO,,,,,
MDDP,,,,,
ITKL,,,,,
ODG,,,,,
BKA,,,,,
CHQ,,,,,
MIG,,,,,
BNI,,,,,
HBD,,,,,
PRKD,,,,,
ETF,,,,,
ET,,,,,
GRO,,,,,
SQL,,,,,
BGTA,,,,,
GMD,,,,,
SGP,,,,,
SXF,,,,,
PPI,,,,,
BKH,,,,,
JHT,,,,,
SCKR,,,,,
GAR,,,,,
BNE,,,,,
KFY,,,,,
KY,,,,,
NU,,,,,
GPC,,,,,
BELD,,,,,
KKB,,,,,
SRID,,,,,
BMR,,,,,
BHTN,,,,,
BRGT,,,,,
KEQ,,,,,
 , , ,,,
IDGJ,0,PCOI,,,
IDGJ,,,,,
PCOI,,,,,
 , , ,,,
PCOI,0,ACOI,,,
PCOI,,,,,
ACOI,,,,,
 , , ,,,
ACOI,0,KCN,,,
ACOI,,,,,
KCN,,,,,
 , , ,,,
DNR,0,PPTA,,,
DNR,,,,,
PPTA,,,,,
 , , ,,,
PPTA,0.758202289,PHLG,,,
PPTA,,,,,
DGBH,,,,,
PHLG,,,,,
 , , ,,,
PHLG,0,SEE,,,
PHLG,,,,,
SEE,,,,,
 , , ,,,
SEE,0,HJP,,,
SEE,,,,,
HJP,,,,,
 , , ,,,
HJP,0.433414352,BCA,,,
HJP,,,,,
CKRD,,,,,
AYRN,,,,,
DHBI,,,,,
CSR,,,,,
GKHT,,,,,
DES,,,,,
SDG,,,,,
MNO,,,,,
BDUA,,,,,
SPP,,,,,
NNNL,,,,,
RJJN,,,,,
MOG,,,,,
HBP,,,,,
VPDA,,,,,
SPPA,,,,,
FAH,,,,,
BCA,,,,,
 , , ,,,
BCA,0.829381391,BJU,,,
BCA,,,,,
MPNH,,,,,
TGA,,,,,
BUJ,,,,,
BJU,,,,,
 , , ,,,
BJU,0,BJUP,,,
BJU,,,,,
BJUP,,,,,
 , , ,,,
BJUP,1.407441319,SKJ,,,
BJUP,,,,,
BEHT,,,,,
TIL,,,,,
SHHT,,,,,
BGS,,,,,
LAK,,,,,
DPL,,,,,
LKN,,,,,
SANH,,,,,
SKJ,,,,,
 , , ,,,
SKJ,0,UMNR,,,
SKJ,,,,,
UMNR,,,,,
 , , ,,,
UMNR,0,KGG,,,
UMNR,,,,,
KGG,,,,,
 , , ,,,
KGG,0,MNE,,,
KGG,,,,,
MNE,,,,,
 , , ,,,
MNE,10.15298762,KIR,,,
MNE,,,,,
CDBN,,,,,
MSK,,,,,
GAI,,,,,
PSR,,,,,
BRKB,,,,,
NNR,,,,,
THB,,,,,
BIGH,,,,,
KHQ,,,,,
NNA,,,,,
BNPR,,,,,
KTRH,,,,,
KIBH,,,,,
KUE,,,,,
BKHR,,,,,
CRR,,,,,
SMO,,,,,
KIRW,,,,,
KIR,,,,,
 , , ,,,
KIR,0,KIRB,,,
KIR,,,,,
KIRB,,,,,
 , , ,,,
KIRB,0.775171757,MFA,,,
KIRB,,,,,
NYT,,,,,
DNQ,,,,,
GRR,,,,,
SI,,,,,
BHNP,,,,,
JAU,,,,,
MENP,,,,,
SRI,,,,,
MFA,,,,,
 , , ,,,
MFA,0,BOE,,,
MFA,,,,,
BOE,,,,,
 , , ,,,
BOE,11.42518364,AUB,,,
BOE,,,,,
KHMP,,,,,
SJGM,,,,,
SUD,,,,,
AHL,,,,,
TETA,,,,,
DLK,,,,,
SJKL,,,,,
KKA,,,,,
HWR,,,,,
THED,,,,,
KNE,,,,,
PJP,,,,,
IKC,,,,,
GIL,,,,,
GEOR,,,,,
AUB,,,,,
 , , ,,,
AUB,0.344794805,RNI,,,
AUB,,,,,
DBQ,,,,,
MXJ,,,,,
TMH,,,,,
DMZ,,,,,
CAT,,,,,
NJB,,,,,
RNI,,,,,
 , , ,,,
RNI,0,NJP,,,
RNI,,,,,
NJP,,,,,
 , , ,,,
NJP,0.387257361,RQJ,,,
NJP,,,,,
ABFC,,,,,
BLK,,,,,
RQJ,,,,,
 , , ,,,
RQJ,0.331246815,YLSC,,,
RQJ,,,,,
JPE,,,,,
YLSC,,,,,
 , , ,,,
YLSC,5.833727832,NCB,,,
YLSC,,,,,
NQH,,,,,
NMX,,,,,
BYXA,,,,,
ATM,,,,,
DQG,,,,,
KLGR,,,,,
SXX,,,,,
FLK,,,,,
GUZ,,,,,
GDX,,,,,
SJRR,,,,,
PQZ,,,,,
NCB,,,,,
 , , ,,,
NCB,3.547870966,SMTA,,,
NCB,,,,,
NBS,,,,,
NOQ,,,,,
SMTA,,,,,
 , , ,,,
SMTA,1.411376926,FKM,,,
SMTA,,,,,
KAMG,,,,,
JOQ,,,,,
SRPB,,,,,
GOGH,,,,,
GBY,,,,,
CROA,,,,,
PQK,,,,,
FKM,,,,,
 , , ,,,
FKM,1.445987487,NBQ,,,
FKM,,,,,
KOJ,,,,,
SLKX,,,,,
BSGN,,,,,
DTX,,,,,
NBQY,,,,,
NBQ,,,,,
 , , ,,,
NBQ,2.462135637,RNY,,,
NBQ,,,,,
BNGN,,,,,
CPQ,,,,,
BJF,,,,,
PTLD,,,,,
SBE,,,,,
BPRD,,,,,
GSA,,,,,
SPQ,,,,,
PBL,,,,,
NSRH,,,,,
TIHU,,,,,
KTCH,,,,,
NLV,,,,,
GOE,,,,,
RNY,,,,,
 , , ,,,
RNY,2.562584731,KYQ,,,
RNY,,,,,
KDKN,,,,,
BIZ,,,,,
CGS,,,,,
AGT,,,,,
KYQ,,,,,
 , , ,,,
KYQ,3.743873902,CPK,,,
KYQ,,,,,
GHY,,,,,
NGC,,,,,
NMY,,,,,
NNGE,,,,,
PHI,,,,,
TKC,,,,,
PNB,,,,,
DGU,,,,,
XX-TTLX,,,,,
TTLA,,,,,
KKET,,,,,
BRHU,,,,,
JID,,,,,
AJRE,,,,,
SNBR,,,,,
DML,,,,,
TGE,,,,,
CPK,,,,,
 , , ,,,
CPK,3.707666703,PKB,,,
CPK,,,,,
LPN,,,,,
KWM,,,,,
JMK,,,,,
JGJN,,,,,
HJI,,,,,
DHRY,,,,,
LKA,,,,,
HWX,,,,,
LKG,,,,,
PKB,,,,,
 , , ,,,
PKB,0,MYD,,,
PKB,,,,,
MYD,,,,,
 , , ,,,
MYD,15.08323687,BPB,,,
MYD,,,,,
HTL,,,,,
DBLG,,,,,
DJB,,,,,
LGT,,,,,
DKE,,,,,
MUPA,,,,,
KQI,,,,,
MBG,,,,,
WDA,,,,,
DJA,,,,,
PDJ,,,,,
MXR,,,,,
MGE,,,,,
NHLG,,,,,
JGLP,,,,,
NHGJ,,,,,
DTC,,,,,
BXK,,,,,
DCA,,,,,
CNE,,,,,
BHZ,,,,,
HLX,,,,,
SQF,,,,,
BPB,,,,,
 , , ,,,
BPB,0.2873448,NKMG,,,
BPB,,,,,
RPB,,,,,
BXG,,,,,
CGX,,,,,
NKMG,,,,,
 , , ,,,
NKMG,0,KGBC,,,
NKMG,,,,,
KGBC,,,,,
 , , ,,,
KGBC,0.462692904,BRGM,,,
KGBC,,,,,
SAKD,,,,,
NLBR,,,,,
KTGM,,,,,
BRGM,,,,,
 , , ,,,
BRGM,16.87440972,AGTL,,,
BRGM,,,,,
KNBR,,,,,
PTKD,,,,,
KKGT,,,,,
CHBN,,,,,
TBX,,,,,
KTLI,,,,,
CBZ,,,,,
NPU,,,,,
DMR,,,,,
PASG,,,,,
PEC,,,,,
KUGT,,,,,
NLKT,,,,,
MANU,,,,,
SKAP,,,,,
JWNR,,,,,
ABSA,,,,,
MGKM,,,,,
TLMR,,,,,
JRNA,,,,,
JGNR,,,,,
AGTL,,,,,
 , , ,,,
JBP,43.60213449,KTE,,,
JBP,,,,,
ADTL,,,,,
DOE,,,,,
GSPR,,,,,
SHR,,,,,
DDCE,,,,,
SBD,,,,,
SNRR,,,,,
NWR,,,,,
MDRR,,,,,
KTES,,,,,
KTE,,,,,
 , , ,,,
BNSP,0,OHAN,,,
BNSP,,,,,
OHAN,,,,,
 , , ,,,
OHAN,4.203649703,KID,,,
OHAN,,,,,
BIP,,,,,
KHOH,,,,,
CKTD,,,,,
SWC,,,,,
BTKP,,,,,
BUS,,,,,
ATE,,,,,
KHU,,,,,
DWI,,,,,
BNDA,,,,,
KID,,,,,
 , , ,,,
KID,4.553075433,BZM,,,
KID,,,,,
ICL,,,,,
AKW,,,,,
RGU,,,,,
IGTA,,,,,
BSZ,,,,,
JSB,,,,,
DPSR,,,,,
HAR,,,,,
DXU,,,,,
GTM,,,,,
PTRE,,,,,
KTRR,,,,,
SIRA,,,,,
BZM,,,,,
 , , ,,,
BZM,0.313221894,GOY,,,
BZM,,,,,
CNJW,,,,,
GOY,,,,,
 , , ,,,
GOY,0,CNJO,,,
GOY,,,,,
CNJO,,,,,
 , , ,,,
CNJO,0.136866172,CNB,,,
CNJO,,,,,
GMC,,,,,
CNB,,,,,
 , , ,,,
CNB,0.728015308,ON,,,
CNB,,,,,
CPB,,,,,
MGW,,,,,
ON,,,,,
 , , ,,,
ON,1.120372213,MKG,,,
ON,,,,,
SIC,,,,,
AJ,,,,,
KVX,,,,,
JTU,,,,,
HRN,,,,,
POF,,,,,
AMS,,,,,
MKG,,,,,
 , , ,,,
MKG,0,BKHA,,,
MKG,,,,,
BKHA,,,,,
 , , ,,,
BKHA,0,ASH,,,
BKHA,,,,,
ASH,,,,,
 , , ,,,
ASH,0.197514547,DAL,,,
ASH,,,,,
LC,,,,,
DAL,,,,,
 , , ,,,
DAL,3.955021874,STP,,,
DAL,,,,,
MBP,,,,,
BKT,,,,,
IJ,,,,,
AA,,,,,
MANW,,,,,
SD,,,,,
SUIA,,,,,
KMP,,,,,
BJLP,,,,,
KB,,,,,
STP,,,,,
 , , ,,,
STP,0,SCC,,,
STP,,,,,
SCC,,,,,
 , , ,,,
SCC,0.546824703,SPC,,,
SCC,,,,,
STRK,,,,,
SPC,,,,,
 , , ,,,
SPC,0.503299624,ROZA,,,
SPC,,,,,
KATA,,,,,
HMP,,,,,
UDX,,,,,
MAHO,,,,,
LCN,,,,,
NERI,,,,,
MINJ,,,,,
JKH,,,,,
MZN,,,,,
JBG,,,,,
LNQ,,,,,
UCH,,,,,
BRTA,,,,,
ROZA,,,,,
 , , ,,,
ROZA,2.818818866,BRYC,,,
ROZA,,,,,
SXK,,,,,
SPN,,,,,
BTRA,,,,,
BHDH,,,,,
TLH,,,,,
MILA,,,,,
MK,,,,,
BLPU,,,,,
TSA,,,,,
PMR,,,,,
RYS,,,,,
BRYC,,,,,
 , , ,,,
BRYC,0,BE,,,
BRYC,,,,,
BE,,,,,
 , , ,,,
BE,0.677761908,RMU,,,
BE,,,,,
CBJ,,,,,
PKRA,,,,,
BTO,,,,,
DAN,,,,,
NRS,,,,,
MIL,,,,,
DUN,,,,,
DAM,,,,,
SAR,,,,,
RMU,,,,,
 , , ,,,
RMU,0.232990713,KGFE,,,
RMU,,,,,
MPH,,,,,
DLP,,,,,
KGFE,,,,,
 , , ,,,
KGFE,0.649085656,MB,,,
KGFE,,,,,
KGFR,,,,,
KGF,,,,,
MB,,,,,
 , , ,,,
MB,0,MBWC,,,
MB,,,,,
MBWC,,,,,
 , , ,,,
MBWC,0.866660066,NBD,,,
MBWC,,,,,
HRH,,,,,
AWP,,,,,
AMBH,,,,,
MTB,,,,,
KNT,,,,,
MWE,,,,,
MSBH,,,,,
SEO,,,,,
CAJ,,,,,
DPR,,,,,
HBW,,,,,
PNI,,,,,
NGG,,,,,
BEK,,,,,
MSDR,,,,,
NBD,,,,,
 , , ,,,
NBD,0.007238789,MZM,,,
NBD,,,,,
FZL,,,,,
MZM,,,,,
 , , ,,,
MZM,3.594132121,LRJ,,,
MZM,,,,,
CNK,,,,,
BLW,,,,,
RSI,,,,,
LRJ,,,,,
 , , ,,,
LRJ,0,LRNC,,,
LRJ,,,,,
LRNC,,,,,
 , , ,,,
TEN,2.168952403,MEJ,,,
TEN,,,,,
TAY,,,,,
GDN,,,,,
NRK,,,,,
YY-MEJC,,,,,
MEJ,,,,,
 , , ,,,
MEJ,3.450345415,VPT,,,
MEJ,,,,,
IVL,,,,,
KDU,,,,,
KPM,,,,,
CVP,,,,,
NLL,,,,,
SRT,,,,,
TY,,,,,
VPT,,,,,
 , , ,,,
VPT,4.507017051,MDU,,,
VPT,,,,,
KGD,,,,,
SVK,,,,,
TMQ,,,,,
TDN,,,,,
MDU,,,,,
 , , ,,,
MDU,8.031317647,DG,,,
MDU,,,,,
KONC,,,,,
KON,,,,,
SER,,,,,
SDN,,,,,
KYR,,,,,
VDP,,,,,
KQN,,,,,
ABI,,,,,
VO,,,,,
DG,,,,,
 , , ,,,
DG,1.234959383,TPJ,,,
DG,,,,,
TMP,,,,,
VDM,,,,,
AYR,,,,,
KFC,,,,,
VPJ,,,,,
CII,,,,,
MPA,,,,,
SMDM,,,,,
KLS,,,,,
PUG,,,,,
TPJ,,,,,
 , , ,,,
TPJ,4.762221382,KRR,,,
TPJ,,,,,
TPE,,,,,
TP,,,,,
MTNL,,,,,
MKY,,,,,
JPM,,,,,
EL,,,,,
PGN,,,,,
PLI,,,,,
MUQ,,,,,
KLT,,,,,
TIC,,,,,
LP,,,,,
MMH,,,,,
SEV,,,,,
MYU,,,,,
MVS,,,,,
VRQ,,,,,
KRR,,,,,
 , , ,,,
KRR,6.715058453,SA,,,
KRR,,,,,
VNGL,,,,,
MONR,,,,,
LDVD,,,,,
NMKL,,,,,
KLGN,,,,,
PCTM,,,,,
RASP,,,,,
MALR,,,,,
SA,,,,,
 , , ,,,
SA,0,MGSJ,,,
SA,,,,,
MGSJ,,,,,
 , , ,,,
MGSJ,2.863501239,XX-JTJC,,,
MGSJ,,,,,
XX-MGSJB,,,,,
KPPR,,,,,
TNT,,,,,
DSPT,,,,,
LCR,,,,,
BQI,,,,,
BDY,,,,,
TNGR,,,,,
MAP,,,,,
DPI,,,,,
DST,,,,,
SLY,,,,,
KNNT,,,,,
KEY,,,,,
MOLK,,,,,
TPT,,,,,
XX-JTJC,,,,,
 , , ,,,
XX-JTJC,0,JTJ,,,
XX-JTJC,,,,,
JTJ,,,,,
 , , ,,,
JTJ,9.199639233,KPD,,,
JTJ,,,,,
KDY,,,,,
VN,,,,,
VGM,,,,,
AB,,,,,
PCKM,,,,,
MPI,,,,,
VLT,,,,,
MEH,,,,,
GYM,,,,,
KVN,,,,,
VJ,,,,,
LTI,,,,,
KPD,,,,,
 , , ,,,
KPD,2.613187139,MLPM,,,
KPD,,,,,
SVUR,,,,,
THL,,,,,
MCN,,,,,
WJR,,,,,
MRLM,,,,,
TUG,,,,,
SHU,,,,,
MDVE,,,,,
AVN,,,,,
CTRE,,,,,
MLPM,,,,,
 , , ,,,
MLPM,0,AJJN,,,
MLPM,,,,,
AJJN,,,,,
 , , ,,,
AJJN,1.557971243,RU,,,
AJJN,,,,,
IPT,,,,,
TRT,,,,,
POI,,,,,
VKZ,,,,,
NG,,,,,
EKM,,,,,
VGA,,,,,
PUT,,,,,
TDK,,,,,
SVF,,,,,
PUDI,,,,,
RU,,,,,
 , , ,,,
RU,4.645844064,GDR,,,
RU,,,,,
XX-RUXC,,,,,
YPD,,,,,
RCG,,,,,
KHT,,,,,
AKY,,,,,
YLK,,,,,
YAL,,,,,
VKI,,,,,
NDZ,,,,,
VDD,,,,,
KQA,,,,,
GDR,,,,,
 , , ,,,
GDR,11.47242118,TEL,,,
GDR,,,,,
MBL,,,,,
KMLP,,,,,
VKT,,,,,
VDE,,,,,
NLS,,,,,
NLR,,,,,
PGU,,,,,
KJJ,,,,,
TMC,,,,,
AXR,,,,,
BTTR,,,,,
SVPM,,,,,
KVZ,,,,,
TTU,,,,,
UPD,,,,,
SKM,,,,,
TNR,,,,,
SDM,,,,,
OGL,,,,,
KRV,,,,,
ANB,,,,,
RPRL,,,,,
UGD,,,,,
CJM,,,,,
KVDU,,,,,
KPLL,,,,,
VTM,,,,,
JAQ,,,,,
CLX,,,,,
IPPN,,,,,
IPPM,,,,,
SPF,,,,,
BPP,,,,,
APL,,,,,
MCVM,,,,,
NDO,,,,,
MDKU,,,,,
TSR,,,,,
VRU,,,,,
TEL,,,,,
 , , ,,,
TEL,0.3455161,KCC,,,
TEL,,,,,
KLX,,,,,
DIG,,,,,
MOD,,,,,
CLVR,,,,,
PVD,,,,,
KAQ,,,,,
KCC,,,,,
 , , ,,,
KCC,0.135502973,VBC,,,
KCC,,,,,
BZA,,,,,
BZAY,,,,,
VBC,,,,,
 , , ,,,
VBC,5.114603428,DKJ,,,
VBC,,,,,
NWBV,,,,,
RPBC,,,,,
RYP,,,,,
KI,,,,,
CVV,,,,,
GNN,,,,,
YP,,,,,
TNGM,,,,,
MDR,,,,,
MTMI,,,,,
XX-MTMB,,,,,
BKL,,,,,
NVC,,,,,
CKN,,,,,
PNDP,,,,,
KMT,,,,,
MLMG,,,,,
PPY,,,,,
YY-DKJC,,,,,
DKJ,,,,,
 , , ,,,
DKJ,3.93316457,KZJF,,,
DKJ,,,,,
GLA,,,,,
GUU,,,,,
MABD,,,,,
TAA,,,,,
KDM,,,,,
INK,,,,,
NKD,,,,,
YGL,,,,,
CLE,,,,,
SQZ,,,,,
WL,,,,,
KZJF,,,,,
 , , ,,,
KZJF,0,KZJT,,,
KZJF,,,,,
KZJT,,,,,
 , , ,,,
KZJT,1.416525023,PDPL,,,
KZJT,,,,,
KZJE,,,,,
KMPT,,,,,
HSP,,,,,
OPL,,,,,
JMKT,,,,,
BGSF,,,,,
PTKP,,,,,
OEA,,,,,
KOLR,,,,,
KYOP,,,,,
PDPL,,,,,
 , , ,,,
PDPL,8.001410182,BPQ,,,
PDPL,,,,,
RGPM,,,,,
XX-RDMB,,,,,
XX-RDMC,,,,,
RDM,,,,,
PPZ,,,,,
MCI,,,,,
RVKH,,,,,
MMZ,,,,,
BPA,,,,,
RECH,,,,,
RLW,,,,,
ASAF,,,,,
RLT,,,,,
SKZR,,,,,
VEM,,,,,
SRUR,,,,,
MKDI,,,,,
WIRR,,,,,
VHGN,,,,,
MAGH,,,,,
XX-MGAC,,,,,
BPQX,,,,,
BPQ,,,,,
 , , ,,,
XX-BDXO,0,XX-BDBY,,,
XX-BDXO,,,,,
XX-BDBY,,,,,
 , , ,,,
XX-BDBY,0,YY-NAVO,,,
XX-BDBY,,,,,
YY-NAVO,,,,,
 , , ,,,
YY-NAVO,18.19299968,NRKR,,,
YY-NAVO,,,,,
XX-AMIB,,,,,
NAVI,,,,,
XX-NAVC,,,,,
WLGN,,,,,
WLGC,,,,,
SIRL,,,,,
CNDB,,,,,
KLVR,,,,,
KLAT,,,,,
ASTG,,,,,
MRSH,,,,,
PAAL,,,,,
HKNT,,,,,
BNOD,,,,,
WOC,,,,,
PUSA,,,,,
MWAD,,,,,
NRKR,,,,,
 , , ,,,
NRKR,4.573073158,AMLA,,,
NRKR,,,,,
DDMT,,,,,
PAR,,,,,
TEO,,,,,
GDKP,,,,,
CCD,,,,,
HTN,,,,,
MTY,,,,,
JKR,,,,,
AMLA,,,,,
 , , ,,,
AMLA,6.632530005,JUH,,,
AMLA,,,,,
AMLX,,,,,
BYS,,,,,
MALK,,,,,
BZU,,,,,
MJY,,,,,
DHQ,,,,,
GDYA,,,,,
BBTR,,,,,
MGRD,,,,,
DOH,,,,,
POX,,,,,
KQE,,,,,
SAHL,,,,,
TAKU,,,,,
KSLA,,,,,
KRTH,,,,,
JHP,,,,,
JUH,,,,,
 , , ,,,
BDTS,0,STC,,,
BDTS,,,,,
STC,,,,,
 , , ,,,
STC,1.421545445,BSR,,,
STC,,,,,
VLP,,,,,
ADH,,,,,
JOS,,,,,
RMAR,,,,,
GMN,,,,,
MDD,,,,,
KILE,,,,,
KDKC,,,,,
BVI,,,,,
DIC,,,,,
MIRA,,,,,
BYR,,,,,
NIG,,,,,
BSR,,,,,
 , , ,,,
BSR,0.2154252,VCSV,,,
BSR,,,,,
NSP,,,,,
VCSV,,,,,
 , , ,,,
VCSV,1.177736667,VTN,,,
VCSV,,,,,
VR,,,,,
VTN,,,,,
 , , ,,,
VTN,7.085997001,BIM,,,
VTN,,,,,
SAH,,,,,
KLV,,,,,
PLG,,,,,
UOI,,,,,
BOR,,,,,
VGN,,,,,
DRD,,,,,
GVD,,,,,
BRRD,,,,,
UBR,,,,,
SJN,,,,,
BLD,,,,,
KEB,,,,,
VAPI,,,,,
BAGD,,,,,
UVD,,,,,
PAD,,,,,
ATUL,,,,,
BL,,,,,
DGI,,,,,
JRS,,,,,
BIM,,,,,
 , , ,,,
BIM,0.204373699,XX-UDNB,,,
BIM,,,,,
AML,,,,,
ACL,,,,,
VDH,,,,,
HXR,,,,,
GNST,,,,,
NVS,,,,,
MRL,,,,,
SCH,,,,,
BHET,,,,,
XX-UDNB,,,,,
 , , ,,,
XX-UDNB,0,UDN,,,
XX-UDNB,,,,,
UDN,,,,,
 , , ,,,
BRGY,1.194065217,GDA,,,
BRGY,,,,,
CYI,,,,,
PIO,,,,,
AIR,,,,,
SMLA,,,,,
LAN,,,,,
CPN,,,,,
BKRL,,,,,
DRL,,,,,
KRSA,,,,,
GDA,,,,,
 , , ,,,
GDA,12.72395954,RTM,,,
GDA,,,,,
KIZ,,,,,
CCL,,,,,
SAT,,,,,
PPD,,,,,
LMK,,,,,
MAM,,,,,
USRA,,,,,
JKT,,,,,
RET,,,,,
DHD,,,,,
DHMA,,,,,
BIO,,,,,
ANAS,,,,,
NRH,,,,,
MGN,,,,,
THDR,,,,,
BJG,,,,,
PCN,,,,,
AGR,,,,,
BMI,,,,,
BOG,,,,,
RTI,,,,,
BILD,,,,,
MRN,,,,,
DRRN,,,,,
RTD,,,,,
RTM,,,,,
 , , ,,,
RTM,0,RTME,,,
RTM,,,,,
RTME,,,,,
 , , ,,,
RTME,2.447212353,NAD,,,
RTME,,,,,
BOD,,,,,
RNH,,,,,
KUH,,,,,
BRNA,,,,,
NAD,,,,,
 , , ,,,
NAD,6.232730188,UJNC,,,
NAD,,,,,
BTSD,,,,,
PPG,,,,,
UNL,,,,,
PSO,,,,,
ASL,,,,,
GRFB,,,,,
NKI,,,,,
SPBG,,,,,
UJN,,,,,
UJNC,,,,,
 , , ,,,
UJNC,2.355088591,MKC,,,
UJNC,,,,,
PLW,,,,,
TJP,,,,,
SVT,,,,,
TAN,,,,,
MKC,,,,,
 , , ,,,
MKC,5.950716195,NPDC,,,
MKC,,,,,
PUO,,,,,
BCH,,,,,
KONY,,,,,
KSH,,,,,
BLX,,,,,
AKD,,,,,
MQE,,,,,
SJP,,,,,
CKOD,,,,,
KPP,,,,,
JBX,,,,,
PRB,,,,,
BKTL,,,,,
SEH,,,,,
PNWN,,,,,
PUD,,,,,
BQE,,,,,
BIH,,,,,
SHRN,,,,,
NPDC,,,,,
 , , ,,,
NPDC,0,BPL,,,
NPDC,,,,,
BPL,,,,,
 , , ,,,
JBP,43.60213449,KMZ,,,
JBP,,,,,
ADTL,,,,,
DOE,,,,,
GSPR,,,,,
SHR,,,,,
DDCE,,,,,
SBD,,,,,
SNRR,,,,,
NWR,,,,,
MDRR,,,,,
KTES,,,,,
KMZ,,,,,
 , , ,,,
MAKR,0,AGD,,,
MAKR,,,,,
AGD,,,,,
 , , ,,,
AGD,0.947425491,LAR,,,
AGD,,,,,
KOA,,,,,
MXS,,,,,
DUA,,,,,
JLN,,,,,
JRO,,,,,
LAR,,,,,
 , , ,,,
LAR,4.48912387,JHS,,,
LAR,,,,,
DWA,,,,,
JHA,,,,,
BJA,,,,,
DLA,,,,,
TBT,,,,,
MZX,,,,,
BZY,,,,,
BPW,,,,,
BAB,,,,,
KHJ,,,,,
BJI,,,,,
JHSA,,,,,
JHS,,,,,
 , , ,,,
JHS,1.597848696,GWL,,,
JHS,,,,,
KRQ,,,,,
CIRL,,,,,
DAA,,,,,
SOR,,,,,
KTRA,,,,,
DBA,,,,,
SMTL,,,,,
AEH,,,,,
ARI,,,,,
SLV,,,,,
STLI,,,,,
GWL,,,,,
 , , ,,,
GWL,0,BLNR,,,
GWL,,,,,
BLNR,,,,,
 , , ,,,
BLNR,10.06455703,BHA,,,
BLNR,,,,,
RRU,,,,,
BAO,,,,,
NUB,,,,,
SANK,,,,,
MRA,,,,,
SIKD,,,,,
HET,,,,,
GHER,,,,,
DHO,,,,,
MIA,,,,,
JJ,,,,,
BHA,,,,,
 , , ,,,
BHA,0,AGC,,,
BHA,,,,,
AGC,,,,,
 , , ,,,
AGC,0,RKM,,,
AGC,,,,,
RKM,,,,,
 , , ,,,
RKM,5.192633624,MTJ,,,
RKM,,,,,
BFP,,,,,
RNKA,,,,,
KXM,,,,,
DDDM,,,,,
FAR,,,,,
BAD,,,,,
MTJ,,,,,
 , , ,,,
MTJ,0,BTSR,,,
MTJ,,,,,
BTSR,,,,,
 , , ,,,
BTSR,6.613258683,FDB,,,
BTSR,,,,,
VRBD,,,,,
AJH,,,,,
CHJ,,,,,
KSV,,,,,
HDL,,,,,
BNCR,,,,,
SHLK,,,,,
RDE,,,,,
PWL,,,,,
AST,,,,,
PYLA,,,,,
BVH,,,,,
FDN,,,,,
FDB,,,,,
 , , ,,,
FDB,0,TKDC,,,
FDB,,,,,
TKDC,,,,,
 , , ,,,
TKDC,0.985974581,OKAC,,,
TKDC,,,,,
TKD,,,,,
TKEC,,,,,
OKA,,,,,
OKAC,,,,,
 , , ,,,
OKAC,0,NZM,,,
OKAC,,,,,
NZM,,,,,
 , , ,,,
NZM,0.446281653,TKJ,,,
NZM,,,,,
PGMD,,,,,
TKJ,,,,,
 , , ,,,
TKJ,0.654053742,DSB,,,
TKJ,,,,,
CSB,,,,,
NDLS,,,,,
DSB,,,,,
 , , ,,,
DSB,0,XX-DKZO,,,
DSB,,,,,
XX-DKZO,,,,,
 , , ,,,
XX-DKZO,0.273801566,ANDI,,,
XX-DKZO,,,,,
SZM,,,,,
DAZ,,,,,
ANDI,,,,,
 , , ,,,
ANDI,0.98408755,SNP,,,
ANDI,,,,,
BHD,,,,,
KHKN,,,,,
